Gene_1,Gene_2,Conditional_Probability_Mean,Conditional_Probability_SD,Conditional_Probability_CI_low,Conditional_Probability_CI_high,Relative_Risk_Mean,Relative_Risk_SD,Relative_Risk_CI_low,Relative_Risk_CI_high
blaIMI_1,qnrB19,0.048834917,0.071797506,0.034588734,0.0630811,4.761508557,9.594874937,2.857677207,6.665339907
blaIMI_1,blaMIR_5,0.048077085,0.040651756,0.040010894,0.056143275,4.908766452,5.211444245,3.874702851,5.942830054
blaIMI_1,blaACT_6,0.042447691,0.02445169,0.037595945,0.047299437,4.320391346,3.83503681,3.559436842,5.081345851
blaIMI_1,blaACT_3,0.041059376,0.023420482,0.036412244,0.045706508,3.997604326,2.526768307,3.496238675,4.498969977
blaIMI_1,qnrB1,0.021025322,0.019342306,0.017187389,0.024863256,1.946267782,2.169280444,1.515835479,2.376700085
blaIMI_1,qnrB,0.01961379,0.016408836,0.016357921,0.022869659,1.690881385,1.614815848,1.370466887,2.011295883
blaIMI_1,blaCTX_M,0.014303973,0.010113393,0.012297256,0.016310689,1.159986064,0.791464038,1.002942428,1.3170297
blaIMI_1,blaACT_9,0.014232769,0.011146421,0.012021078,0.016444461,1.20231136,1.260154204,0.952269427,1.452353294
blaIMI_1,blaACT_90,0.013545399,0.014485262,0.010671209,0.016419589,1.106881185,1.199881687,0.868798627,1.344963743
blaIMI_1,blaACT_74,0.013538251,0.015091203,0.010543829,0.016532673,1.057904812,1.120472357,0.835578787,1.280230836
blaIMI_1,blaACT_57,0.013434452,0.011850479,0.01108306,0.015785845,1.131570199,1.055587428,0.922118752,1.341021645
blaIMI_1,blaACT_17,0.01329716,0.005847863,0.012136817,0.014457503,1.07943248,0.280334745,1.023807985,1.135056975
blaIMI_1,aac6p_IIc,0.01320627,0.010192543,0.011183849,0.015228692,1.090981054,1.001035266,0.892353939,1.289608168
blaIMI_1,fosA,0.012682328,0.004916953,0.011706698,0.013657958,1.00494855,0.288177842,0.947767814,1.062129285
