Gene_1,Gene_2,Conditional_Probability_Mean,Conditional_Probability_SD,Conditional_Probability_CI_low,Conditional_Probability_CI_high,Relative_Risk_Mean,Relative_Risk_SD,Relative_Risk_CI_low,Relative_Risk_CI_high
aac6p_Ie_aph2pp_Ia,bleO,0.085,0.016,0.044,0.126,13.005,0.655,11.379,14.631
aac6p_Ie_aph2pp_Ia,aadD1,0.083,0.015,0.047,0.119,12.818,0.669,11.157,14.480
aac6p_Ie_aph2pp_Ia,blaPC1,0.017,0.006,0.003,0.031,12.584,3.134,4.798,20.369
aac6p_Ie_aph2pp_Ia,gyrA_S83I,0.425,0.064,0.266,0.585,7.996,1.937,3.184,12.809
aac6p_Ie_aph2pp_Ia,dfrF,0.162,0.034,0.078,0.247,6.960,1.555,3.097,10.823
aac6p_Ie_aph2pp_Ia,dfrS1,0.100,0.012,0.070,0.129,6.934,0.836,4.856,9.011
aac6p_Ie_aph2pp_Ia,parC_S80I,0.469,0.069,0.297,0.642,6.639,1.735,2.329,10.948
aac6p_Ie_aph2pp_Ia,ant6_Ia,0.725,0.043,0.619,0.831,5.681,1.106,2.932,8.429
aac6p_Ie_aph2pp_Ia,aph3p_IIIa,0.730,0.060,0.582,0.878,5.655,1.010,3.144,8.165
aac6p_Ie_aph2pp_Ia,sat4,0.439,0.026,0.375,0.504,5.472,0.952,3.107,7.837
aac6p_Ie_aph2pp_Ia,qacC,0.021,0.003,0.013,0.029,4.804,1.759,0.435,9.173
aac6p_Ie_aph2pp_Ia,gyrA_S83Y,0.023,0.005,0.012,0.034,4.725,2.369,-1.161,10.611
aac6p_Ie_aph2pp_Ia,str,0.450,0.022,0.396,0.504,4.428,0.832,2.361,6.494
aac6p_Ie_aph2pp_Ia,lsaE,0.101,0.011,0.075,0.128,4.297,0.140,3.949,4.645
aac6p_Ie_aph2pp_Ia,spw,0.123,0.013,0.092,0.155,4.208,0.352,3.334,5.081
aac6p_Ie_aph2pp_Ia,lnuB,0.101,0.012,0.070,0.132,4.153,0.271,3.479,4.828
aac6p_Ie_aph2pp_Ia,vanB,0.089,0.016,0.050,0.128,3.406,1.021,0.870,5.943
aac6p_Ie_aph2pp_Ia,vanH_B,0.088,0.015,0.050,0.127,3.397,1.020,0.864,5.930
aac6p_Ie_aph2pp_Ia,vanW_B,0.088,0.015,0.050,0.126,3.390,1.019,0.860,5.921
aac6p_Ie_aph2pp_Ia,vanY_B,0.088,0.015,0.050,0.126,3.390,1.019,0.860,5.921
aac6p_Ie_aph2pp_Ia,vanS_B,0.088,0.015,0.050,0.127,3.390,1.019,0.859,5.920
aac6p_Ie_aph2pp_Ia,vanR_B,0.088,0.015,0.050,0.127,3.390,1.019,0.859,5.920
aac6p_Ie_aph2pp_Ia,vanX_B,0.088,0.015,0.050,0.125,3.372,1.025,0.825,5.920
aac6p_Ie_aph2pp_Ia,catA,0.189,0.023,0.132,0.246,2.822,0.413,1.797,3.848
aac6p_Ie_aph2pp_Ia,merA,0.020,0.009,-0.002,0.043,2.565,0.673,0.893,4.237
aac6p_Ie_aph2pp_Ia,ermB,0.929,0.008,0.910,0.948,2.257,0.083,2.052,2.462
aac6p_Ie_aph2pp_Ia,dfrG,0.154,0.017,0.113,0.195,2.210,0.230,1.639,2.780
aac6p_Ie_aph2pp_Ia,lnuG,0.016,0.002,0.011,0.021,1.868,0.170,1.445,2.291
aac6p_Ie_aph2pp_Ia,ant9_Ia,0.010,0.002,0.004,0.016,1.853,0.270,1.183,2.523
aac6p_Ie_aph2pp_Ia,fexA,0.045,0.006,0.031,0.058,1.759,0.182,1.308,2.210
aac6p_Ie_aph2pp_Ia,optrA,0.045,0.005,0.033,0.056,1.705,0.167,1.290,2.120
aac6p_Ie_aph2pp_Ia,vanS_A,0.224,0.031,0.146,0.301,1.587,0.184,1.130,2.044
aac6p_Ie_aph2pp_Ia,vanR_A,0.226,0.032,0.147,0.306,1.585,0.186,1.124,2.047
aac6p_Ie_aph2pp_Ia,vanY_A,0.224,0.032,0.146,0.303,1.578,0.180,1.131,2.024
aac6p_Ie_aph2pp_Ia,vanZ_A,0.224,0.032,0.146,0.303,1.578,0.180,1.131,2.024
aac6p_Ie_aph2pp_Ia,vanH_A,0.226,0.032,0.147,0.305,1.578,0.180,1.131,2.024
aac6p_Ie_aph2pp_Ia,vanA,0.226,0.032,0.147,0.305,1.578,0.180,1.131,2.024
aac6p_Ie_aph2pp_Ia,vanX_A,0.226,0.032,0.147,0.305,1.578,0.180,1.131,2.024
aac6p_Ie_aph2pp_Ia,cadA,0.023,0.003,0.016,0.030,1.229,0.198,0.737,1.721
aac6p_Ie_aph2pp_Ia,tetL,0.243,0.008,0.222,0.263,1.214,0.096,0.977,1.452
aac6p_Ie_aph2pp_Ia,tetM,0.708,0.003,0.701,0.714,1.159,0.031,1.083,1.235
aac6p_Ie_aph2pp_Ia,cadC,0.017,0.004,0.007,0.026,1.155,0.197,0.667,1.644
aac6p_Ie_aph2pp_Ia,ermC,0.007,0.001,0.003,0.010,1.150,0.073,0.969,1.332
aac6p_Ie_aph2pp_Ia,tetS,0.016,0.007,-0.001,0.033,1.149,0.180,0.703,1.595
aac6p_Ie_aph2pp_Ia,gyrA_S83R,0.009,0.001,0.006,0.013,1.141,0.175,0.706,1.576
aac6p_Ie_aph2pp_Ia,tcrB,0.072,0.014,0.037,0.106,1.072,0.044,0.963,1.180
aac6p_Ie_aph2pp_Ia,bcrA,0.009,0.001,0.008,0.011,1.071,0.007,1.054,1.088
aac6p_Ie_aph2pp_Ia,qacH,0.010,0.001,0.008,0.012,1.063,0.021,1.012,1.115
aac6p_Ie_aph2pp_Ia,tetO,0.017,0.003,0.009,0.025,0.835,0.025,0.773,0.898
aac6p_Ie_aph2pp_Ia,arsA,0.089,0.015,0.052,0.126,0.600,0.130,0.278,0.922
aac6p_Ie_aph2pp_Ia,arsR,0.085,0.015,0.047,0.122,0.583,0.131,0.259,0.908
aac6p_Ie_aph2pp_Ia,arsD,0.082,0.014,0.047,0.116,0.575,0.129,0.253,0.896
aac6p_Ie_aph2pp_Ia,arsD2,0.078,0.011,0.050,0.106,0.571,0.126,0.257,0.884
aac6p_Ie_aph2pp_Ia,arsB,0.073,0.018,0.028,0.118,0.531,0.152,0.154,0.907
aac6p_Ie_aph2pp_Ia,bcrC,0.010,0.002,0.005,0.014,0.450,0.194,-0.031,0.931
aac6p_Ie_aph2pp_Ia,bcrB,0.005,0.002,0.000,0.011,0.274,0.179,-0.171,0.718
aadD1,bleO,0.987,0.002,0.984,0.991,2217.420,2415.746,-3783.627,8218.467
aadD1,dfrS1,0.827,0.060,0.679,0.976,58.183,10.407,32.330,84.036
aadD1,aac6p_Ie_aph2pp_Ia,0.786,0.006,0.772,0.800,3.763,0.260,3.118,4.408
aadD1,blaPC1,0.010,0.001,0.007,0.013,2.290,0.631,0.723,3.858
aadD1,qacC,0.018,0.002,0.013,0.023,2.257,0.306,1.496,3.018
aadD1,vanX_B,0.089,0.005,0.076,0.102,2.255,0.076,2.065,2.445
aadD1,vanH_B,0.089,0.005,0.077,0.101,2.252,0.078,2.057,2.447
aadD1,vanB,0.089,0.005,0.078,0.101,2.250,0.082,2.046,2.455
aadD1,vanS_B,0.089,0.005,0.077,0.101,2.249,0.078,2.056,2.442
aadD1,vanR_B,0.089,0.005,0.077,0.101,2.249,0.078,2.056,2.442
aadD1,vanW_B,0.089,0.005,0.077,0.101,2.249,0.077,2.057,2.440
aadD1,vanY_B,0.089,0.005,0.077,0.101,2.249,0.077,2.057,2.440
aadD1,ermC,0.012,0.002,0.008,0.016,2.145,0.671,0.479,3.812
aadD1,tetO,0.036,0.006,0.022,0.050,1.919,0.063,1.762,2.077
aadD1,ermB,0.841,0.045,0.729,0.952,1.617,0.084,1.408,1.826
aadD1,bcrA,0.012,0.001,0.009,0.014,1.395,0.106,1.131,1.658
aadD1,gyrA_S83R,0.011,0.002,0.006,0.016,1.301,0.083,1.094,1.508
aadD1,ant9_Ia,0.008,0.002,0.004,0.012,1.256,0.138,0.914,1.598
aadD1,merA,0.013,0.004,0.004,0.022,1.244,0.075,1.058,1.429
aadD1,gyrA_S83Y,0.011,0.003,0.005,0.018,1.184,0.045,1.071,1.297
aadD1,fexA,0.032,0.004,0.022,0.043,1.081,0.007,1.064,1.097
aadD1,lsaE,0.043,0.003,0.036,0.050,1.052,0.015,1.014,1.091
aadD1,catA,0.099,0.010,0.075,0.123,1.046,0.022,0.990,1.101
aadD1,tetS,0.015,0.005,0.002,0.028,1.038,0.022,0.984,1.091
aadD1,cadC,0.015,0.002,0.011,0.020,1.036,0.027,0.969,1.104
aadD1,lnuB,0.043,0.005,0.030,0.056,1.030,0.005,1.018,1.043
aadD1,dfrF,0.056,0.008,0.036,0.077,1.029,0.008,1.009,1.050
aadD1,gyrA_S83I,0.141,0.014,0.107,0.176,1.026,0.009,1.005,1.048
aadD1,qacH,0.010,0.001,0.008,0.012,1.025,0.015,0.988,1.063
aadD1,cadA,0.020,0.001,0.019,0.021,1.023,0.017,0.980,1.066
aadD1,dfrG,0.090,0.006,0.075,0.106,1.020,0.008,0.999,1.041
aadD1,tcrB,0.069,0.011,0.042,0.096,1.015,0.005,1.003,1.028
aadD1,optrA,0.031,0.004,0.022,0.040,1.012,0.004,1.002,1.023
aadD1,parC_S80I,0.164,0.012,0.133,0.194,1.012,0.004,1.004,1.021
aadD1,vanY_A,0.162,0.011,0.134,0.190,1.010,0.000,1.010,1.011
aadD1,vanZ_A,0.162,0.011,0.134,0.190,1.010,0.000,1.010,1.011
aadD1,vanH_A,0.163,0.011,0.135,0.191,1.010,0.000,1.010,1.011
aadD1,vanA,0.163,0.011,0.135,0.191,1.010,0.000,1.010,1.011
aadD1,vanX_A,0.163,0.011,0.135,0.191,1.010,0.000,1.010,1.011
aadD1,vanS_A,0.161,0.011,0.134,0.187,1.010,0.001,1.008,1.011
aadD1,arsA,0.137,0.004,0.127,0.147,1.008,0.005,0.995,1.020
aadD1,arsR,0.133,0.003,0.126,0.141,1.007,0.005,0.994,1.020
aadD1,arsD,0.130,0.004,0.120,0.140,1.006,0.005,0.994,1.019
aadD1,arsD2,0.125,0.007,0.107,0.143,1.003,0.002,0.997,1.009
aadD1,aph3p_IIIa,0.266,0.011,0.238,0.293,1.002,0.001,1.001,1.004
aadD1,spw,0.051,0.005,0.037,0.064,1.002,0.000,1.002,1.003
aadD1,arsB,0.124,0.003,0.117,0.132,1.002,0.001,1.000,1.005
aadD1,sat4,0.162,0.003,0.155,0.169,1.001,0.000,1.001,1.001
aadD1,vanR_A,0.161,0.011,0.134,0.189,1.001,0.000,1.000,1.002
aadD1,str,0.181,0.003,0.174,0.189,1.001,0.000,1.001,1.001
aadD1,ant6_Ia,0.263,0.007,0.247,0.280,1.000,0.000,1.000,1.000
aadD1,bcrC,0.012,0.002,0.007,0.018,0.638,0.251,0.013,1.262
aadD1,lnuG,0.007,0.001,0.005,0.008,0.634,0.021,0.581,0.687
aadD1,bcrB,0.008,0.002,0.003,0.013,0.452,0.205,-0.056,0.960
aadD1,tetL,0.095,0.010,0.070,0.121,0.448,0.045,0.336,0.561
aadD1,tetM,0.136,0.034,0.051,0.220,0.210,0.048,0.090,0.330
ant6_Ia,sat4,0.584,0.012,0.553,0.615,59.978,23.313,2.065,117.890
ant6_Ia,aph3p_IIIa,0.934,0.011,0.906,0.961,38.996,14.307,3.456,74.535
ant6_Ia,spw,0.174,0.023,0.117,0.231,27.893,6.705,11.238,44.549
ant6_Ia,lsaE,0.134,0.015,0.098,0.171,18.156,2.426,12.130,24.182
ant6_Ia,str,0.591,0.013,0.560,0.623,17.008,1.266,13.862,20.155
ant6_Ia,lnuB,0.135,0.016,0.095,0.175,16.607,1.852,12.007,21.207
ant6_Ia,gyrA_S83Y,0.028,0.008,0.009,0.047,8.950,1.737,4.635,13.266
ant6_Ia,dfrF,0.152,0.026,0.087,0.217,7.663,0.734,5.841,9.486
ant6_Ia,gyrA_S83I,0.379,0.035,0.291,0.467,7.645,1.782,3.219,12.070
ant6_Ia,aac6p_Ie_aph2pp_Ia,0.615,0.066,0.452,0.778,7.534,1.514,3.772,11.296
ant6_Ia,parC_S80I,0.444,0.044,0.334,0.554,7.473,1.470,3.821,11.125
ant6_Ia,catA,0.233,0.029,0.161,0.306,5.140,0.058,4.996,5.284
ant6_Ia,qacC,0.017,0.001,0.016,0.019,3.579,1.043,0.988,6.170
ant6_Ia,dfrG,0.170,0.012,0.141,0.200,2.875,0.134,2.543,3.207
ant6_Ia,vanX_B,0.074,0.010,0.049,0.100,2.649,0.582,1.204,4.094
ant6_Ia,vanW_B,0.074,0.010,0.049,0.099,2.632,0.573,1.209,4.054
ant6_Ia,vanY_B,0.074,0.010,0.049,0.099,2.632,0.573,1.209,4.054
ant6_Ia,vanS_B,0.074,0.010,0.049,0.099,2.631,0.572,1.209,4.052
ant6_Ia,vanR_B,0.074,0.010,0.049,0.099,2.631,0.572,1.209,4.052
ant6_Ia,vanH_B,0.074,0.010,0.049,0.099,2.630,0.571,1.211,4.049
ant6_Ia,vanB,0.075,0.010,0.050,0.100,2.618,0.566,1.212,4.025
ant6_Ia,ermB,0.920,0.007,0.903,0.938,2.378,0.062,2.225,2.532
ant6_Ia,lnuG,0.017,0.002,0.013,0.021,2.112,0.258,1.471,2.754
ant6_Ia,optrA,0.048,0.004,0.039,0.058,2.011,0.103,1.755,2.268
ant6_Ia,fexA,0.047,0.005,0.036,0.058,1.997,0.101,1.746,2.248
ant6_Ia,ant9_Ia,0.010,0.003,0.003,0.017,1.789,0.083,1.583,1.996
ant6_Ia,tetL,0.285,0.024,0.225,0.345,1.561,0.194,1.079,2.043
ant6_Ia,vanR_A,0.214,0.025,0.151,0.277,1.501,0.121,1.201,1.801
ant6_Ia,vanS_A,0.211,0.025,0.150,0.273,1.499,0.121,1.200,1.799
ant6_Ia,vanH_A,0.214,0.025,0.150,0.277,1.493,0.117,1.201,1.784
ant6_Ia,vanA,0.214,0.025,0.150,0.277,1.493,0.117,1.201,1.784
ant6_Ia,vanX_A,0.214,0.025,0.150,0.277,1.493,0.117,1.201,1.784
ant6_Ia,vanY_A,0.212,0.025,0.150,0.275,1.493,0.117,1.201,1.784
ant6_Ia,vanZ_A,0.212,0.025,0.150,0.275,1.493,0.117,1.201,1.784
ant6_Ia,dfrS1,0.043,0.004,0.032,0.053,1.429,0.122,1.127,1.731
ant6_Ia,tetM,0.797,0.017,0.754,0.839,1.389,0.032,1.309,1.469
ant6_Ia,tetS,0.015,0.005,0.002,0.027,1.000,0.000,1.000,1.000
ant6_Ia,tcrB,0.068,0.011,0.041,0.095,1.000,0.000,1.000,1.000
ant6_Ia,cadC,0.015,0.001,0.011,0.018,1.000,0.000,1.000,1.000
ant6_Ia,cadA,0.020,0.000,0.019,0.021,1.000,0.000,1.000,1.000
ant6_Ia,bcrA,0.009,0.001,0.007,0.010,1.000,0.000,1.000,1.000
ant6_Ia,gyrA_S83R,0.009,0.002,0.004,0.014,1.000,0.000,1.000,1.000
ant6_Ia,merA,0.010,0.003,0.002,0.019,1.000,0.000,1.000,1.000
ant6_Ia,bleO,0.024,0.003,0.016,0.032,1.000,0.000,1.000,1.000
ant6_Ia,aadD1,0.023,0.003,0.016,0.030,1.000,0.000,1.000,1.000
ant6_Ia,blaPC1,0.005,0.002,0.000,0.010,1.000,0.000,1.000,1.000
ant6_Ia,qacH,0.010,0.001,0.008,0.012,1.000,0.000,1.000,1.000
ant6_Ia,ermC,0.006,0.002,0.002,0.010,1.000,0.000,1.000,1.000
ant6_Ia,tetO,0.014,0.002,0.008,0.019,0.643,0.017,0.601,0.686
ant6_Ia,bcrC,0.008,0.002,0.004,0.012,0.370,0.165,-0.039,0.779
ant6_Ia,arsA,0.055,0.017,0.013,0.097,0.339,0.123,0.034,0.644
ant6_Ia,arsR,0.053,0.018,0.010,0.097,0.339,0.128,0.020,0.657
ant6_Ia,arsD,0.051,0.017,0.009,0.092,0.328,0.125,0.017,0.639
ant6_Ia,arsD2,0.048,0.014,0.012,0.084,0.324,0.121,0.023,0.626
ant6_Ia,arsB,0.041,0.020,-0.010,0.092,0.272,0.145,-0.087,0.632
ant6_Ia,bcrB,0.006,0.002,0.001,0.010,0.269,0.154,-0.114,0.653
ant9_Ia,optrA,0.894,0.036,0.805,0.982,37.102,7.399,18.721,55.483
ant9_Ia,fexA,0.842,0.031,0.764,0.920,35.291,5.908,20.615,49.968
ant9_Ia,blaPC1,0.061,0.023,0.004,0.119,13.976,4.267,3.376,24.577
ant9_Ia,qacC,0.080,0.024,0.021,0.139,10.583,4.448,-0.466,21.632
ant9_Ia,gyrA_S83Y,0.085,0.013,0.052,0.118,9.413,1.045,6.817,12.008
ant9_Ia,ermC,0.052,0.017,0.010,0.094,9.161,3.341,0.861,17.461
ant9_Ia,merA,0.091,0.044,-0.019,0.201,8.777,2.758,1.927,15.628
ant9_Ia,dfrG,0.629,0.059,0.484,0.774,7.392,0.160,6.995,7.790
ant9_Ia,gyrA_S83R,0.051,0.013,0.019,0.082,6.197,1.915,1.440,10.954
ant9_Ia,tcrB,0.362,0.132,0.034,0.689,5.553,2.277,-0.103,11.210
ant9_Ia,bcrC,0.090,0.026,0.026,0.154,4.884,2.318,-0.874,10.642
ant9_Ia,bcrA,0.040,0.012,0.009,0.070,4.687,1.314,1.424,7.950
ant9_Ia,qacH,0.040,0.012,0.011,0.070,4.183,1.171,1.274,7.092
ant9_Ia,lnuG,0.042,0.011,0.014,0.071,4.153,1.059,1.521,6.784
ant9_Ia,catA,0.348,0.034,0.263,0.434,3.753,0.291,3.029,4.477
ant9_Ia,dfrS1,0.097,0.019,0.049,0.145,2.968,0.598,1.483,4.453
ant9_Ia,vanB,0.102,0.022,0.048,0.155,2.504,0.463,1.354,3.654
ant9_Ia,tetS,0.035,0.018,-0.009,0.079,2.409,0.627,0.853,3.966
ant9_Ia,vanH_B,0.094,0.020,0.046,0.143,2.333,0.423,1.283,3.383
ant9_Ia,vanS_B,0.093,0.019,0.045,0.140,2.287,0.415,1.258,3.317
ant9_Ia,vanR_B,0.093,0.019,0.045,0.140,2.287,0.415,1.258,3.317
ant9_Ia,vanW_B,0.092,0.019,0.045,0.140,2.282,0.412,1.259,3.304
ant9_Ia,vanY_B,0.092,0.019,0.045,0.140,2.282,0.412,1.259,3.304
ant9_Ia,bcrB,0.038,0.013,0.007,0.070,2.251,1.248,-0.849,5.351
ant9_Ia,parC_S80I,0.361,0.032,0.282,0.439,2.250,0.124,1.942,2.559
ant9_Ia,cadA,0.044,0.012,0.015,0.073,2.246,0.567,0.836,3.655
ant9_Ia,tetL,0.439,0.035,0.351,0.527,2.115,0.234,1.535,2.696
ant9_Ia,vanX_B,0.083,0.019,0.036,0.129,2.047,0.408,1.034,3.061
ant9_Ia,gyrA_S83I,0.257,0.029,0.185,0.328,1.877,0.087,1.660,2.094
ant9_Ia,sat4,0.284,0.012,0.255,0.313,1.769,0.082,1.566,1.971
ant9_Ia,str,0.313,0.013,0.281,0.344,1.734,0.073,1.552,1.916
ant9_Ia,cadC,0.024,0.012,-0.006,0.055,1.605,0.659,-0.032,3.242
ant9_Ia,aph3p_IIIa,0.422,0.034,0.339,0.506,1.600,0.091,1.374,1.826
ant9_Ia,aac6p_Ie_aph2pp_Ia,0.347,0.049,0.224,0.469,1.554,0.144,1.196,1.913
ant9_Ia,ant6_Ia,0.390,0.006,0.375,0.405,1.486,0.048,1.366,1.606
ant9_Ia,ermB,0.722,0.041,0.620,0.825,1.373,0.086,1.160,1.587
ant9_Ia,dfrF,0.069,0.010,0.045,0.093,1.279,0.228,0.714,1.845
ant9_Ia,vanS_A,0.200,0.016,0.160,0.240,1.254,0.020,1.204,1.304
ant9_Ia,aadD1,0.029,0.001,0.027,0.031,1.251,0.134,0.917,1.584
ant9_Ia,vanR_A,0.200,0.019,0.152,0.248,1.243,0.041,1.141,1.344
ant9_Ia,vanY_A,0.199,0.017,0.157,0.241,1.240,0.023,1.183,1.298
ant9_Ia,vanZ_A,0.199,0.017,0.157,0.241,1.240,0.023,1.183,1.298
ant9_Ia,vanH_A,0.199,0.017,0.158,0.241,1.237,0.022,1.181,1.292
ant9_Ia,vanA,0.199,0.017,0.158,0.241,1.237,0.022,1.181,1.292
ant9_Ia,vanX_A,0.199,0.017,0.158,0.241,1.237,0.022,1.181,1.292
ant9_Ia,arsA,0.161,0.029,0.090,0.233,1.187,0.192,0.711,1.663
ant9_Ia,tetM,0.709,0.010,0.684,0.734,1.122,0.013,1.090,1.154
ant9_Ia,lsaE,0.044,0.010,0.019,0.070,1.099,0.298,0.359,1.838
ant9_Ia,arsR,0.142,0.021,0.090,0.194,1.071,0.148,0.705,1.438
ant9_Ia,arsD,0.137,0.021,0.086,0.189,1.061,0.146,0.697,1.424
ant9_Ia,bleO,0.025,0.003,0.019,0.032,1.056,0.047,0.939,1.174
ant9_Ia,arsD2,0.129,0.021,0.078,0.181,1.036,0.131,0.711,1.362
ant9_Ia,lnuB,0.042,0.007,0.026,0.059,1.020,0.133,0.689,1.350
ant9_Ia,arsB,0.126,0.007,0.108,0.144,1.013,0.039,0.917,1.110
ant9_Ia,spw,0.049,0.009,0.026,0.073,0.976,0.184,0.520,1.433
ant9_Ia,tetO,0.017,0.003,0.009,0.024,0.865,0.004,0.855,0.874
aph3p_IIIa,sat4,0.587,0.013,0.553,0.620,74.993,26.076,10.217,139.769
aph3p_IIIa,ant6_Ia,0.928,0.020,0.877,0.979,39.563,5.068,26.974,52.152
aph3p_IIIa,str,0.595,0.015,0.558,0.631,18.952,3.791,9.534,28.369
aph3p_IIIa,lsaE,0.130,0.019,0.082,0.178,15.021,3.408,6.554,23.488
aph3p_IIIa,gyrA_S83Y,0.031,0.008,0.011,0.050,14.903,4.761,3.075,26.731
aph3p_IIIa,lnuB,0.130,0.021,0.079,0.182,13.679,2.819,6.677,20.681
aph3p_IIIa,spw,0.152,0.022,0.096,0.208,11.367,3.663,2.269,20.466
aph3p_IIIa,gyrA_S83I,0.402,0.034,0.317,0.486,10.246,3.589,1.330,19.162
aph3p_IIIa,parC_S80I,0.472,0.044,0.364,0.580,10.051,3.010,2.575,17.528
aph3p_IIIa,dfrF,0.159,0.024,0.099,0.219,9.600,1.611,5.599,13.600
aph3p_IIIa,aac6p_Ie_aph2pp_Ia,0.615,0.063,0.457,0.772,7.738,1.784,3.306,12.169
aph3p_IIIa,catA,0.241,0.031,0.164,0.318,5.713,0.380,4.769,6.656
aph3p_IIIa,qacC,0.019,0.001,0.017,0.021,4.645,1.621,0.618,8.672
aph3p_IIIa,merA,0.021,0.008,0.001,0.041,3.183,0.500,1.942,4.425
aph3p_IIIa,vanX_B,0.080,0.010,0.056,0.105,3.153,0.743,1.307,5.000
aph3p_IIIa,vanH_B,0.081,0.010,0.056,0.105,3.152,0.734,1.329,4.975
aph3p_IIIa,vanW_B,0.081,0.010,0.056,0.105,3.147,0.734,1.323,4.971
aph3p_IIIa,vanY_B,0.081,0.010,0.056,0.105,3.147,0.734,1.323,4.971
aph3p_IIIa,vanS_B,0.081,0.010,0.056,0.105,3.147,0.734,1.324,4.969
aph3p_IIIa,vanR_B,0.081,0.010,0.056,0.105,3.147,0.734,1.324,4.969
aph3p_IIIa,vanB,0.081,0.010,0.057,0.105,3.143,0.729,1.332,4.954
aph3p_IIIa,dfrG,0.177,0.013,0.146,0.208,3.124,0.087,2.908,3.340
aph3p_IIIa,ermB,0.927,0.003,0.919,0.934,2.418,0.069,2.246,2.590
aph3p_IIIa,lnuG,0.017,0.002,0.012,0.022,2.128,0.199,1.634,2.622
aph3p_IIIa,optrA,0.050,0.004,0.040,0.060,2.125,0.129,1.804,2.446
aph3p_IIIa,fexA,0.049,0.005,0.037,0.060,2.124,0.139,1.778,2.470
aph3p_IIIa,ant9_Ia,0.011,0.003,0.004,0.018,2.035,0.207,1.521,2.549
aph3p_IIIa,blaPC1,0.007,0.004,-0.002,0.017,1.811,0.342,0.962,2.660
aph3p_IIIa,dfrS1,0.045,0.004,0.033,0.056,1.525,0.142,1.171,1.878
aph3p_IIIa,tetL,0.279,0.021,0.226,0.332,1.518,0.208,1.001,2.035
aph3p_IIIa,tetM,0.799,0.019,0.753,0.846,1.397,0.035,1.311,1.484
aph3p_IIIa,cadA,0.023,0.001,0.021,0.026,1.250,0.050,1.126,1.374
aph3p_IIIa,vanR_A,0.186,0.037,0.093,0.279,1.218,0.239,0.624,1.813
aph3p_IIIa,vanS_A,0.183,0.037,0.092,0.274,1.216,0.237,0.627,1.805
aph3p_IIIa,vanY_A,0.184,0.037,0.092,0.276,1.213,0.234,0.632,1.794
aph3p_IIIa,vanZ_A,0.184,0.037,0.092,0.276,1.213,0.234,0.632,1.794
aph3p_IIIa,vanH_A,0.185,0.037,0.093,0.278,1.213,0.234,0.632,1.794
aph3p_IIIa,vanA,0.185,0.037,0.093,0.278,1.213,0.234,0.632,1.794
aph3p_IIIa,vanX_A,0.185,0.037,0.093,0.278,1.213,0.234,0.632,1.794
aph3p_IIIa,tcrB,0.073,0.014,0.039,0.106,1.095,0.042,0.990,1.200
aph3p_IIIa,cadC,0.015,0.002,0.010,0.021,1.042,0.061,0.891,1.194
aph3p_IIIa,tetS,0.015,0.005,0.001,0.029,1.040,0.052,0.909,1.170
aph3p_IIIa,ermC,0.006,0.002,0.002,0.010,1.022,0.004,1.011,1.033
aph3p_IIIa,gyrA_S83R,0.009,0.002,0.004,0.014,1.019,0.007,1.001,1.036
aph3p_IIIa,bcrA,0.009,0.001,0.007,0.010,1.015,0.005,1.002,1.028
aph3p_IIIa,qacH,0.010,0.001,0.008,0.012,1.012,0.002,1.008,1.016
aph3p_IIIa,aadD1,0.023,0.003,0.016,0.031,1.003,0.001,1.001,1.006
aph3p_IIIa,bleO,0.024,0.003,0.016,0.032,1.000,0.000,1.000,1.000
aph3p_IIIa,tetO,0.014,0.002,0.008,0.019,0.637,0.018,0.594,0.681
aph3p_IIIa,arsA,0.069,0.014,0.034,0.103,0.433,0.109,0.162,0.703
aph3p_IIIa,arsR,0.064,0.014,0.028,0.100,0.411,0.112,0.132,0.689
aph3p_IIIa,bcrC,0.009,0.002,0.005,0.013,0.401,0.182,-0.051,0.854
aph3p_IIIa,arsD,0.061,0.013,0.028,0.094,0.400,0.110,0.126,0.674
aph3p_IIIa,arsD2,0.058,0.011,0.029,0.086,0.396,0.107,0.131,0.661
aph3p_IIIa,arsB,0.052,0.017,0.010,0.095,0.352,0.128,0.035,0.669
aph3p_IIIa,bcrB,0.006,0.002,0.001,0.011,0.272,0.170,-0.149,0.694
arsA,arsD,0.951,0.006,0.935,0.967,3116.736,587.405,1657.541,4575.930
arsA,arsD2,0.914,0.028,0.845,0.983,1999.266,162.975,1594.414,2404.117
arsA,arsB,0.907,0.019,0.859,0.955,1622.278,1640.409,-2452.723,5697.280
arsA,arsR,0.965,0.008,0.945,0.985,1031.733,826.498,-1021.401,3084.867
arsA,merA,0.048,0.023,-0.009,0.106,10.795,5.002,-1.631,23.221
arsA,cadA,0.077,0.010,0.053,0.100,7.325,1.903,2.599,12.052
arsA,cadC,0.045,0.019,-0.003,0.093,4.654,2.371,-1.235,10.544
arsA,blaPC1,0.014,0.010,-0.013,0.040,3.645,2.248,-1.939,9.230
arsA,lnuG,0.025,0.007,0.007,0.044,3.221,1.128,0.419,6.023
arsA,tetL,0.483,0.049,0.362,0.605,2.895,0.238,2.304,3.485
arsA,bcrC,0.025,0.006,0.009,0.041,1.295,0.094,1.061,1.530
arsA,tcrB,0.084,0.021,0.032,0.137,1.287,0.154,0.904,1.670
arsA,bcrB,0.022,0.005,0.010,0.035,1.238,0.050,1.114,1.362
arsA,ant9_Ia,0.008,0.002,0.004,0.012,1.227,0.230,0.655,1.798
