Gene_1,Gene_2,Conditional_Probability_Mean,Conditional_Probability_SD,Conditional_Probability_CI_low,Conditional_Probability_CI_high,Relative_Risk_Mean,Relative_Risk_SD,Relative_Risk_CI_low,Relative_Risk_CI_high
qacEdelta1,tetC,0.720814189,0.127944016,0.69542732,0.746201057,10.77728489,2.176490459,10.34542196,11.20914781
qacEdelta1,erm42,0.716159664,0.129295566,0.690504619,0.741814709,10.85256184,2.265404991,10.40305634,11.30206734
qacEdelta1,parC_S80I,0.522201722,0.075491446,0.507222581,0.537180863,8.442725768,1.608088842,8.123646054,8.761805482
qacEdelta1,aac3_VIa,0.489252407,0.165163335,0.456480418,0.522024396,7.25044608,2.537619893,6.746927239,7.75396492
qacEdelta1,aadA22,0.463619114,0.116318728,0.440538955,0.486699273,6.95456252,1.946692912,6.568296412,7.340828628
qacEdelta1,floR,0.42327352,0.055841542,0.412193347,0.434353693,7.625528296,1.279268687,7.371693635,7.879362958
qacEdelta1,blaOXA,0.420295716,0.065450953,0.407308827,0.433282605,6.563553382,1.109862377,6.343332608,6.783774157
qacEdelta1,qnrS2,0.413978339,0.131721897,0.387841857,0.440114821,5.987026726,1.974062391,5.59532992,6.378723532
qacEdelta1,aac3_IVa,0.406164401,0.062876025,0.393688433,0.418640368,6.201397818,1.0597482,5.991120784,6.411674852
qacEdelta1,blaOXA_1,0.400338281,0.064297931,0.387580177,0.413096386,6.112771596,1.079589461,5.898557625,6.326985566
qacEdelta1,aph4_Ia,0.39509958,0.064083936,0.382383936,0.407815223,6.040522334,1.075021476,5.82721475,6.253829918
qacEdelta1,parE_S458P,0.389493978,0.230486651,0.343760426,0.43522753,5.627078737,3.398034566,4.952834958,6.301322516
qacEdelta1,arr,0.385658188,0.06235252,0.373286095,0.398030281,5.935887921,1.078789572,5.721832665,6.149943177
qacEdelta1,aadA5,0.378125771,0.099264191,0.358429602,0.39782194,5.608667487,1.581341491,5.294895028,5.922439947
qacEdelta1,arr_3,0.375303563,0.058252388,0.363745026,0.386862101,5.759477159,0.992746497,5.562494716,5.956459602
qacEdelta1,aac6p_Ib_cr,0.372144813,0.052344577,0.361758513,0.382531112,5.729136291,0.929727332,5.544658218,5.913614365
qacEdelta1,aac6p_Ib_cr5,0.365269939,0.060031486,0.35335839,0.377181488,5.582377804,1.02263097,5.379465633,5.785289975
qacEdelta1,catB3,0.36431142,0.059854553,0.352434978,0.376187862,5.528750194,0.955249445,5.339207979,5.718292408
qacEdelta1,sul1,0.359424166,0.03391025,0.352695637,0.366152695,7.81321107,1.379365403,7.539515048,8.086907092
qacEdelta1,dfrA17,0.351824768,0.09085361,0.333797441,0.369852096,5.1812542,1.494579711,4.88469716,5.477811239
qacEdelta1,dfrA12,0.350507076,0.061495966,0.338304942,0.36270921,5.355204053,1.074087061,5.142081878,5.568326229
qacEdelta1,aadA2,0.350279848,0.047922729,0.340770939,0.359788758,5.94176766,1.071073804,5.729243381,6.15429194
qacEdelta1,oqxB,0.345552582,0.071377456,0.331389746,0.359715418,5.120623326,1.068008579,4.908707254,5.332539399
qacEdelta1,lnuF,0.341878498,0.076121855,0.326774271,0.356982726,5.012543631,1.188544217,4.776710672,5.248376589
qacEdelta1,dfrA1,0.331146631,0.044889596,0.322239562,0.340053701,5.323347062,0.850953958,5.154499335,5.492194789
qacEdelta1,qacL,0.32683152,0.059584801,0.315008602,0.338654437,4.85601292,0.951397496,4.667235016,5.044790824
qacEdelta1,oqxA,0.326142746,0.074168626,0.311426082,0.340859411,4.812297992,1.177630117,4.578630628,5.045965356
qacEdelta1,sul3,0.305199408,0.054035974,0.294477498,0.315921317,4.614074047,0.903702809,4.434759804,4.793388291
